nombre;sexe;annee;prenoms;nombre_total_cumule
7;F;2013;Charlène;7
6;M;2013;Cheikh;6
12;M;2013;Christian;12
134;M;2013;Clément;134
11;F;2013;Coumba;11
8;M;2013;Curtis;8
9;F;2013;Dounia;9
7;F;2013;Éléna;7
9;M;2013;Emir;9
17;F;2013;Emna;17
5;M;2013;Éric;5
8;M;2013;Giovanni;8
7;F;2013;Hind;7
7;F;2013;Iliana;7
17;M;2013;Imrane;17
20;M;2013;Jonas;20
11;M;2013;Josh;11
6;M;2013;Josué;6
5;M;2020;Mohamed-Lamine;5
5;F;2013;Kadiatou;5
5;F;2013;Kim;5
5;F;2020;Beya;5
5;F;2020;Félicie;5
72;F;2013;Lola;72
5;F;2020;Hanae;5
5;F;2013;Mamou;5
5;F;2020;Ramatoulaye;5
6;F;2013;Manelle;6
5;F;2020;Rokia;5
8;M;2013;Marlon;8
38;M;2013;Mathieu;38
37;M;2013;Matthieu;37
125;F;2021;Romy;125
115;F;2021;Lina;115
8;F;2013;Mayar;8
104;M;2021;Ismaël;104
100;M;2021;Auguste;100
10;F;2013;Méline;10
60;M;2021;Ilyan;60
13;M;2013;Nahel;13
15;M;2013;Neil;15
8;M;2013;Othmane;8
9;M;2013;Paolo;9
34;M;2021;Émile;34
5;M;2013;Reda;5
6;M;2013;Sekou;6
23;M;2021;Edouard;23
5;F;2013;Thanina;5
21;F;2021;Amélia;21
5;M;2013;Tobias;5
20;F;2021;Adélaïde;20
19;M;2021;Souleymane;19
8;M;2013;Zakariya;8
5;M;2014;Adriel;5
14;F;2021;Julie;14
7;M;2014;Alassane;7
6;F;2014;Alessia;6
13;M;2021;Cheick;13
11;F;2014;Amicie;11
12;M;2021;Lassana;12
11;F;2021;Eléa;11
33;M;2014;Anton;33
8;F;2021;Ramata;8
8;M;2021;Imrân;8
7;F;2021;Alisha;7
6;M;2014;Elian;6
7;F;2021;Cali;7
7;F;2014;Elvire;7
7;F;2021;Loïs;7
7;M;2014;Florent;7
7;F;2021;Maëlya;7
16;M;2014;Gaël;16
7;M;2021;Hélie;7
7;M;2021;Matthias;7
139;M;2014;Gaspard;139
5;M;2014;Harold;5
6;F;2021;Malya;6
6;M;2014;Imad;6
6;F;2021;Solange;6
6;M;2021;Babacar;6
21;M;2014;Ivan;21
6;M;2021;Karl;6
6;M;2021;Matis;6
7;M;2014;Jayson;7
8;F;2014;Joyce;8
6;F;2014;Kadidja;6
5;F;2021;Joey;5
6;M;2014;Kimi;6
5;F;2021;Lune;5
50;F;2014;Lila;50
5;M;2021;Jed;5
5;M;2012;Achraf;5
10;M;2014;Mayeul;10
48;F;2012;Alicia;48
6;M;2014;Mory;6
6;M;2012;Amos;6
27;F;2012;Ana;27
102;F;2014;Nina;102
24;M;2012;Anas;24
6;F;2012;Angélina;6
6;F;2014;Patricia;6
13;F;2014;Philomène;13
38;F;2012;Assia;38
7;F;2014;Shana;7
30;M;2014;Stanislas;30
8;M;2012;Aymane;8
5;M;2012;Bogdan;5
5;F;2015;Aissatou;5
82;M;2012;Camille;82
75;F;2012;Capucine;75
5;F;2015;Alima;5
6;M;2015;Alon;6
7;M;2012;Constant;7
9;F;2015;Anita;9
5;M;2012;Edward;5
43;F;2012;Elena;43
25;F;2015;Brune;25
5;M;2012;Éliot;5
7;F;2015;Carolina;7
13;F;2004;Amel;13
12;F;2012;Élisa;12
50;M;2004;Amine;50
33;M;2004;Anis;33
46;M;2004;Antonin;46
7;F;2012;Francesca;7
16;M;2012;François;16
7;M;2015;Édouard;7
5;M;2012;Giacomo;5
9;F;2004;Bettina;9
6;M;2015;Élio;6
5;M;2004;Carlos;5
17;F;2012;Hortense;17
59;M;2015;Félix;59
27;F;2004;Caroline;27
11;F;2015;Gabriela;11
201;F;2012;Inès;201
58;F;2004;Elodie;58
11;F;2012;Isra;11
8;M;2012;Joël;8
17;M;2015;Kamil;17
5;F;2015;Kristina;5
10;M;2004;Igor;10
8;M;2012;Maceo;8
6;M;2015;Kurtis;6
5;M;2012;Abdourahmane;5
6;F;2015;Layana;6
10;M;2015;Léandre;10
6;F;2015;Leïa;6
20;F;2012;Alexandra;20
15;F;2012;Maud;15
6;F;2015;Leïna;6
42;M;2012;Mehdi;42
5;F;2015;Léona;5
6;F;2012;Mélia;6
5;F;2012;Mélusine;5
9;F;2012;Meryl;9
9;M;2015;Luc;9
6;F;2012;Chayma;6
10;F;2015;Lucia;10
5;F;2012;Michelle;5
25;F;2012;Éléonore;25
7;M;2012;Mohamed-Amine;7
6;M;2015;Manil;6
5;F;2012;Monica;5
5;M;2012;Elliott;5
9;F;2012;Erin;9
10;M;2015;Menahem;10
28;F;2012;Eugénie;28
6;F;2012;Sally;6
6;F;2012;Fériel;6
6;F;2012;Shaïma;6
42;M;2012;Gustave;42
5;F;2012;Hasna;5
8;F;2015;Nawel;8
23;M;2012;Idriss;23
21;M;2012;Tiago;21
5;M;2015;Nelson;5
6;F;2015;Nélya;6
5;F;2015;Ortal;5
5;M;2015;Paulin;5
11;M;2012;Jalil;11
5;M;2013;Abdelkader;5
67;F;2015;Pauline;67
7;M;2013;Aïssa;7
5;M;2012;Lancelot;5
5;F;2015;Safya;5
6;F;2012;Lévana;6
5;M;2015;Said;5
28;F;2012;Lilia;28
11;M;2015;Salim;11
5;M;2015;Santiago;5
33;F;2012;Luna;33
22;F;2013;Aurore;22
7;F;2012;Lya;7
15;M;2013;Aylan;15
25;M;2012;Marcel;25
5;M;2015;Swan;5
13;F;2013;Billie;13
16;F;2015;Syrine;16
9;F;2012;Marguerite;9
5;M;2013;Cameron;5
8;F;2013;Camila;8
6;M;2015;Taym;6
7;M;2015;Thierno;7
6;M;2015;Tyron;6
10;M;2015;Yassin;10
6;M;2011;Yannick;6
7;F;2012;Mayline;7
5;M;2013;Cyril;5
133;F;2012;Adèle;133
8;F;2016;Adeline;8
5;M;2012;Adib;5
11;M;2012;Mickaël;11
169;F;2013;Emma;169
15;M;2012;Alfred;15
5;F;2016;Aglaé;5
17;M;2012;Mouhamed;17
146;F;2012;Anna;146
6;F;2013;Fatimata;6
8;M;2012;Arié;8
140;M;2012;Augustin;140
22;M;2012;Naïm;22
5;M;2016;Assil;5
9;M;2012;Nathanael;9
5;F;2016;Calista;5
6;F;2012;Rivka;6
6;F;2013;Haby;6
35;M;2016;César;35
6;M;2012;Boris;6
72;F;2012;Sara;72
6;F;2012;Sarra;6
8;F;2013;Jennah;8
7;F;2016;Domitille;7
6;M;2012;Chris;6
5;M;2012;Sean;5
33;F;2012;Sixtine;33
106;F;2013;Joséphine;106
38;F;2016;Elisa;38
15;F;2013;Judith;15
24;F;2016;Emilie;24
12;F;2012;Soumaya;12
5;F;2013;Kate;5
6;M;2016;Éthan;6
10;M;2012;Eugène;10
16;F;2013;Kelly;16
7;M;2016;Evann;7
5;F;2012;Suzie;5
7;F;2013;Kimberly;7
7;F;2013;Leslie;7
204;M;2012;Victor;204
7;M;2012;Franck;7
5;F;2016;Greta;5
17;F;2016;Hanaé;17
6;M;2012;Gautier;6
14;M;2012;Yani;14
5;M;2016;Ishaq;5
9;M;2012;Johan;9
8;F;2012;Ysé;8
7;F;2013;Namizata;7
5;M;2013;Rami;5
8;F;2012;Leyna;8
26;M;2013;Abdoulaye;26
5;F;2013;Rébecca;5
6;M;2016;Kenzi;6
11;M;2013;Aboubacar;11
14;F;2013;Serena;14
6;F;2013;Shaïly;6
8;F;2012;Lucille;8
5;M;2013;Alexander;5
8;M;2013;Soan;8
9;F;2012;Maïwenn;9
5;F;2016;Lea;5
6;M;2013;Aloys;6
32;M;2016;Léopold;32
27;F;2013;Amina;27
5;M;2013;Tomas;5
12;M;2016;Lilian;12
11;M;2013;Waël;11
6;F;2012;Meryem;6
124;F;2013;Anaïs;124
9;M;2016;Mael;9
7;F;2013;Annabelle;7
42;M;2013;Armand;42
6;M;2012;Nikola;6
7;F;2012;Noor;7
6;M;2016;Massil;6
10;F;2016;Mayssane;10
5;F;2012;Safiya;5
5;M;2013;Étienne;5
99;M;2012;Simon;99
45;F;2013;Giulia;45
22;F;2014;Clarisse;22
13;F;2016;Milla;13
9;F;2012;Tasnim;9
21;F;2014;Coline;21
5;M;2013;Idrissa;5
23;F;2016;Pénélope;23
5;F;2014;Ela;5
14;F;2016;Rachel;14
5;F;2012;Yara;5
8;F;2014;Ève;8
5;M;2012;Youness;5
5;F;2013;Kaïna;5
5;M;2012;Zayd;5
5;M;2014;Flavien;5
19;M;2016;Roman;19
5;M;2013;Kyan;5
5;M;2014;Fodé;5
5;F;2016;Saja;5
5;F;2016;Samantha;5
6;M;2013;Antoni;6
40;M;2013;Lenny;40
20;F;2013;Lilya;20
5;F;2013;Ayline;5
9;F;2013;Lital;9
7;F;2013;Lyne;7
6;F;2013;Matilda;6
23;F;2014;Irène;23
8;M;2013;Maxim;8
5;F;2014;Israa;5
10;M;2014;Jaden;10
5;M;2013;Driss;5
6;F;2013;Nesrine;6
5;F;2013;Rana;5
63;M;2017;Abel;63
6;M;2014;Kilian;6
11;M;2013;Emil;11
8;M;2013;Yaya;8
5;M;2014;Adriano;5
6;F;2017;Annaëlle;6
9;M;2014;Aidan;9
8;M;2013;Felix;8
12;M;2014;Alessio;12
67;F;2014;Margot;67
12;F;2017;Anya;12
34;F;2014;Maria;34
17;M;2013;Ibrahima;17
6;M;2014;Anaël;6
5;F;2014;Milena;5
8;M;2017;Elon;8
16;M;2013;Kenzo;16
86;M;2014;Noé;86
100;F;2017;Gabrielle;100
8;F;2013;Layla;8
24;F;2014;Céline;24
5;F;2017;Inayah;5
28;M;2017;Ismael;28
10;M;2017;Ismail;10
8;F;2013;Liel;8
6;M;2014;Tahar;6
65;M;2013;Lucien;65
6;M;2014;Edmond;6
5;F;2014;Tanya;5
6;F;2013;Mai;6
8;M;2014;Vianney;8
164;F;2013;Manon;164
9;M;2017;Kassim;9
5;F;2013;Mariame;5
11;M;2013;Mateo;11
27;F;2014;Faustine;27
5;M;2013;Mateusz;5
5;F;2017;Levana;5
5;M;2013;Matthew;5
8;F;2017;Lilas;8
6;M;2014;Isaiah;6
5;M;2017;Lubin;5
8;M;2013;Melvin;8
34;M;2014;Issa;34
90;F;2013;Mila;90
5;M;2015;Aris;5
6;F;2017;Malika;6
18;M;2013;Owen;18
11;M;2015;Dan;11
9;M;2013;Robinson;9
51;F;2014;Léna;51
5;F;2017;Nahla;5
5;F;2013;Roxanne;5
16;F;2013;Sira;16
90;F;2014;Lucie;90
13;F;2015;Emmy;13
5;M;2013;Taha;5
7;M;2017;Saïd;7
39;M;2013;William;39
5;M;2014;Marc-Antoine;5
5;F;2017;Sélène;5
8;M;2013;Zakarya;8
26;F;2017;Talia;26
5;M;2013;Zyad;5
15;M;2015;Gauthier;15
14;M;2014;Mendel;14
5;F;2017;Wanda;5
5;F;2014;Aïna;5
10;M;2015;Jérémie;10
7;F;2018;Adélie;7
5;F;2014;Alaa;5
5;F;2015;Khady;5
5;M;2018;Antonio;5
5;F;2014;Allya;5
5;F;2014;Rayhana;5
6;F;2018;Astrée;6
12;M;2014;Rémy;12
5;M;2018;Aurel;5
24;F;2014;Rosalie;24
18;M;2014;Bilel;18
6;M;2014;Seydou;6
5;F;2015;Maïna;5
5;M;2015;Massyl;5
9;F;2014;Carmen;9
77;M;2014;Théo;77
6;M;2018;Eliakim;6
6;M;2015;Merlin;6
6;F;2014;Djena;6
5;M;2015;Miguel;5
18;F;2015;Neyla;18
8;F;2014;Zineb;8
6;F;2018;Félicité;6
6;M;2015;Alhassane;6
5;F;2015;Noha;5
5;M;2018;Filip;5
21;M;2014;Haroun;21
76;M;2015;Nolan;76
5;M;2015;Prince;5
6;M;2014;Honoré;6
22;F;2015;Amélie;22
9;M;2018;George;9
5;M;2011;Yoel;5
5;F;2015;Tasnime;5
22;F;2014;Khadija;22
69;M;2015;Baptiste;69
8;M;2015;Ben;8
9;F;2018;Ivy;9
8;F;2015;Calie;8
5;F;2015;Yesmine;5
5;M;2012;Aden;5
48;F;2015;Céleste;48
10;M;2015;Yossef;10
47;M;2012;Ahmed;47
22;F;2015;Zélie;22
5;M;2014;Loup;5
6;M;2016;Aldo;6
5;F;2012;Ayem;5
5;F;2018;Laïa;5
16;M;2012;Ayman;16
5;F;2015;Dyna;5
5;M;2012;Basil;5
5;F;2014;Olive;5
17;F;2012;Cassandre;17
9;F;2014;Ora;9
88;M;2016;Charles;88
6;F;2012;Cécilia;6
15;F;2015;Émilie;15
6;M;2016;Denis;6
6;M;2015;Ennio;6
88;M;2015;Enzo;88
11;F;2016;Djeneba;11
94;M;2016;Eliott;94
8;F;2014;Tia;8
7;F;2015;Helena;7
31;F;2015;Isaure;31
7;F;2012;Halima;7
5;M;2014;Wissam;5
7;F;2016;Janna;7
5;F;2012;Imene;5
10;F;2015;Koumba;10
25;M;2012;Jacques;25
5;M;2012;Jassem;5
29;M;2015;Alban;29
5;M;2012;Joris;5
245;F;2015;Alice;245
18;M;2018;Ryan;18
5;M;2016;Liham;5
6;F;2015;Amanda;6
56;M;2012;Léonard;56
12;F;2015;Anne;12
45;M;2015;Milo;45
8;F;2015;Mira;8
5;F;2016;Maï;5
5;F;2015;Assiya;5
133;M;2019;Oscar;133
16;F;2012;Malak;16
6;F;2012;Marjane;6
11;F;2016;Maylis;11
8;F;2012;Mélodie;8
6;M;2012;Mikail;6
44;M;2019;Henri;44
5;F;2015;Florence;5
6;F;2015;Sandra;6
9;F;2010;Dana;9
5;M;2016;Mouhammad;5
16;M;2015;Soren;16
7;F;2010;Elora;7
6;M;2015;Hamidou;6
7;M;2010;Harry;7
5;M;2012;Pol;5
6;M;2010;Hatem;6
10;F;2016;Paula;10
48;M;2010;Hector;48
15;M;2015;Jonathan;15
7;M;2016;Rahim;7
5;F;2012;Théa;5
6;F;2010;Kayna;6
8;F;2016;Amelia;8
8;M;2016;Selim;8
5;M;2015;Kyle;5
13;M;2010;Loris;13
5;F;2016;Anaya;5
6;M;2013;Aimé;6
5;M;2016;Arthus;5
32;F;2010;Manel;32
5;F;2015;Laurine;5
7;M;2016;Warren;7
15;M;2013;Amadou;15
7;M;2016;Yannis;7
5;M;2016;Bosco;5
8;F;2010;Nadine;8
180;F;2016;Chloé;180
8;F;2013;Ariana;8
5;M;2015;Mohamed-Ali;5
7;M;2013;Brahim;7
98;F;2017;Apolline;98
8;F;2010;Penda;8
7;F;2010;Perrine;7
5;M;2015;Nikita;5
17;F;2016;Ellie;17
8;M;2019;Mady;8
8;M;2015;Nil;8
6;M;2016;Elyan;6
6;M;2017;Auxence;6
5;M;2004;Alexi;5
11;F;2016;Enora;11
6;F;2013;Elinor;6
5;F;2015;Perle;5
5;M;2013;Elouan;5
5;M;2010;Ryad;5
5;M;2004;Aymar;5
35;M;2015;Romain;35
5;M;2004;Ayrton;5
370;M;2016;Gabriel;370
14;F;2010;Scarlett;14
6;F;2004;Betty;6
6;F;2013;Eya;6
6;M;2010;Sidy;6
14;M;2004;Brice;14
7;F;2015;Thalia;7
5;F;2004;Carlotta;5
6;F;2015;Théodora;6
16;M;2004;Colin;16
5;M;2010;Yanni;5
51;F;2004;Diane;51
16;F;2016;Kenza;16
11;M;2017;Elyas;11
9;M;2013;Henry;9
5;F;2004;Eliette;5
5;F;2015;Zeynab;5
6;F;2016;Layane;6
14;M;2017;Eyden;14
11;M;2016;Abdoul;11
214;M;2011;Antoine;214
7;M;2004;Flavio;7
10;M;2016;Adil;10
7;F;2013;Jihane;7
5;M;2016;Makan;5
6;M;2004;Germain;6
7;M;2016;Mark;7
11;M;2017;Ilian;11
5;F;2004;Goundo;5
9;F;2016;Aimée;9
5;M;2017;Ilias;5
5;M;2004;Gwendal;5
20;M;2013;Karim;20
5;M;2011;Darren;5
6;F;2017;Joanne;6
5;F;2004;Siham;5
9;F;2016;Charlize;9
5;M;2016;Meyron;5
10;F;2013;Leila;10
8;F;2011;Emeline;8
80;F;2017;Léonie;80
5;F;2016;Daphnée;5
5;F;2013;Madeline;5
5;F;2016;Romie;5
8;F;2016;Sadio;8
11;F;2016;Elizabeth;11
9;M;2004;Yoann;9
10;M;2016;Elyes;10
114;F;2016;Victoria;114
9;F;2016;Wendy;9
8;M;2017;Michael;8
13;M;2013;Nahil;13
197;F;2011;Jeanne;197
6;F;2005;Alixe;6
7;F;2016;Zohra;7
5;F;2013;Noemi;5
5;M;2017;Abdel;5
11;F;2005;Anouck;11
9;M;2016;Hedi;9
7;F;2017;Abigaëlle;7
14;M;2017;Orso;14
7;M;2011;Leonard;7
5;F;2005;Chelsea;5
5;F;2016;Janelle;5
7;F;2005;Christelle;7
7;F;2016;Jannah;7
6;F;2013;Seynabou;6
14;F;2005;Claudia;14
14;F;2016;Joy;14
6;M;2011;Nayel;6
6;M;2017;Theodore;6
5;F;2005;Éloïse;5
104;F;2013;Zoé;104
6;F;2016;Liana;6
6;M;2014;Abdullah;6
5;M;2014;Adame;5
25;M;2017;Elijah;25
5;M;2005;Grégory;5
14;F;2017;Valentina;14
5;M;2014;Aiden;5
6;M;2017;Yusuf;6
8;F;2019;Zita;8
7;M;2005;Jarod;7
5;M;2017;Hillel;5
5;F;2017;Zara;5
9;F;2014;Alycia;9
8;M;2018;Adan;8
14;M;2005;Justin;14
5;M;2017;Jessim;5
7;F;2019;Aisha;7
5;F;2016;Ritej;5
5;M;2016;Roch;5
9;F;2005;Laëtitia;9
7;M;2016;Sabri;7
6;M;2019;Barthélemy;6
6;M;2019;Hussein;6
10;F;2018;Angela;10
6;M;2019;Mamoudou;6
7;F;2018;April;7
6;M;2019;Zion;6
5;F;2018;Aurélia;5
5;M;2014;Cristiano;5
8;F;2005;Maëva;8
5;F;2014;Dune;5
17;M;2018;Balthazar;17
5;F;2017;Maëly;5
6;F;2019;Nana;6
5;F;2017;Maéva;5
6;F;2014;Emmanuella;6
6;F;2019;Tiffany;6
5;M;2017;Marley;5
11;M;2018;Carl;11
5;F;2005;Melina;5
6;F;2017;Nafissatou;6
8;F;2018;Déborah;8
5;M;2019;Leny;5
7;F;2014;Gisèle;7
5;M;2017;Nohan;5
5;F;2019;Elikya;5
6;F;2018;Esra;6
5;F;2019;Leah;5
5;F;2018;Feryel;5
9;M;2014;Hédi;9
5;F;2019;Nellia;5
7;F;2014;Héléna;7
27;M;2017;Sami;27
5;F;2018;Hanya;5
7;F;2017;Dania;7
5;M;2017;Shay;5
8;F;2005;Stéphanie;8
7;M;2017;Stefan;7
6;F;2017;Eliza;6
5;F;2017;Frida;5
5;M;2018;Kilyan;5
5;F;2014;Leyla;5
13;F;2018;Aliya;13
5;M;2014;Mattia;5
13;M;2018;Andy;13
8;F;2014;Nelly;8
7;M;2017;Louka;7
7;F;2014;Noélie;7
18;M;2020;Muhammad;18
10;F;2017;Luce;10
12;F;2017;Lyana;12
49;F;2018;Olympe;49
6;M;2014;Ronan;6
6;F;2017;Marina;6
15;M;2020;Milhan;15
5;M;2004;Mehdy;5
8;M;2018;Tenzin;8
5;M;2014;Stéphane;5
23;F;2018;Ysée;23
9;M;2018;Élias;9
10;M;2014;Tony;10
80;F;2019;Ella;80
7;M;2017;Ylan;7
6;F;2014;Zelda;6
24;F;2004;Paloma;24
5;F;2006;Béatrice;5
43;M;2018;Arsène;43
6;F;2018;Ayla;6
10;F;2018;Kamila;10
7;F;2020;Aïsha;7
5;F;2015;Chaden;5
8;F;2006;Christine;8
10;F;2006;Danaé;10
6;F;2020;Jodie;6
6;F;2018;Lylia;6
11;M;2019;El;11
8;F;2018;Esmée;8
6;F;2020;Rosie;6
9;M;2019;Laszlo;9
5;F;2020;Tahira;5
8;M;2019;Gael;8
8;M;2019;Louay;8
5;F;2018;Mélinée;5
9;F;2018;Liyah;9
6;M;2006;Joe;6
123;M;2015;Léon;123
9;F;2006;Kady;9
10;M;2018;Marco;10
5;F;2018;Mariana;5
39;F;2006;Daphné;39
5;M;2015;Lionel;5
8;F;2015;Maëline;8
38;M;2021;Nino;38
153;F;2006;Mathilde;153
6;F;2015;Manuela;6
5;F;2006;Minh;5
5;F;2018;Vittoria;5
5;F;2006;Fatiha;5
6;F;2015;Maÿlis;6
25;M;2021;Pio;25
7;M;2018;Yaron;7
6;M;2006;Pascal;6
71;M;2019;Mathis;71
5;F;2006;Kassandra;5
5;M;2015;Seydina;5
7;M;2006;Réda;7
6;F;2015;Tatiana;6
6;M;2015;Theo;6
40;M;2019;Mathias;40
5;F;2018;Sidonie;5
8;M;2006;Willy;8
5;F;2006;Marie-Alix;5
9;M;2016;Abraham;9
13;M;2007;Bryan;13
21;M;2019;Ambroise;21
7;M;2021;Dali;7
7;M;2007;Dominique;7
18;F;2019;Elya;18
9;M;2007;Edwin;9
5;F;2006;Noémi;5
5;F;2006;Prunelle;5
9;M;2007;Fares;9
5;M;2006;Renaud;5
6;M;2021;Giorgio;6
5;F;2007;France;5
8;M;2016;Ariel;8
30;M;2019;Aksel;30
5;F;2021;India;5
5;F;2021;Octavia;5
5;F;2021;Zoë;5
5;M;2021;Aliou;5
12;M;2006;Yohann;12
5;M;2021;Junayd;5
10;F;2019;Irina;10
5;M;2007;Mounir;5
9;M;2019;Idris;9
5;F;2006;Antoinette;5
6;M;2007;Barnabé;6
5;F;2006;Célina;5
5;F;2016;Hella;5
70;F;2007;Salomé;70
12;F;2019;Safa;12
7;F;2007;Shany;7
12;F;2007;Tania;12
5;M;2007;Fantin;5
10;F;2019;Isis;10
7;F;2006;Daniela;7
9;F;2006;Carine;9
5;M;2016;Karamba;5
6;M;2006;Célian;6
6;M;2016;Khaled;6
69;F;2006;Elsa;69
7;M;2007;Hamed;7
6;M;2007;Yoav;6
5;M;2007;Hayden;5
6;M;2008;Angel;6
5;F;2012;Camelia;5
8;F;2012;Cyrielle;8
6;F;2016;Lyah;6
5;F;2006;Dahlia;5
5;M;2006;Dov;5
5;F;2016;Margo;5
11;F;2012;Éva;11
6;M;2006;Hubert;6
5;F;2006;Hélèna;5
5;F;2008;Gladys;5
5;M;2006;Ilies;5
12;M;2006;Ludovic;12
8;M;2012;Ewan;8
11;M;2006;Macéo;11
5;F;2007;Macha;5
6;F;2006;Houda;6
6;M;2006;Jérôme;6
6;F;2006;Madina;6
7;M;2016;Meïr;7
7;F;2008;Inês;7
5;F;2006;Maelle;5
6;F;2006;Imène;6
5;F;2016;Naïma;5
6;M;2006;Jessy;6
8;F;2006;Laurène;8
6;F;2006;Joëlle;6
5;M;2012;Iwan;5
7;M;2016;Otto;7
6;M;2006;Malcolm;6
5;M;2007;Nawfel;5
9;F;2008;Linoï;9
6;M;2006;Matthéo;6
7;F;2006;Karolina;7
9;M;2012;Jim;9
8;F;2006;Mélody;8
7;M;2006;Merwan;7
5;M;2007;Ralph;5
5;M;2007;Safwane;5
7;M;2016;Ugo;7
8;F;2006;Linda;8
5;M;2006;Sélim;5
12;M;2006;Pierre-Louis;12
5;M;2016;Younouss;5
11;M;2006;Rodrigue;11
5;F;2006;Marie-Ange;5
6;F;2012;Maïly;6
5;M;2006;Sidi;5
5;F;2017;Abby;5
36;M;2006;Théodore;36
12;M;2007;Thierry;12
11;M;2006;Thibaut;11
5;F;2006;Sokona;5
6;M;2008;Richard;6
7;M;2017;Alec;7
5;M;2008;Rodolphe;5
9;M;2006;Tim;9
5;F;2006;Tracy;5
5;M;2006;Mouad;5
5;F;2006;Vinciane;5
5;F;2006;Mouna;5
5;M;2012;Oliver;5
5;M;2006;Yan;5
5;F;2007;Zina;5
5;M;2008;Abd;5
12;M;2007;Allan;12
33;F;2007;Alexia;33
5;M;2008;Willem;5
9;M;2007;Andréas;9
5;M;2006;Skander;5
6;M;2008;Yoan;6
8;F;2006;Solenn;8
5;F;2008;Youna;5
5;F;2008;Aure;5
5;F;2012;Tesnime;5
5;F;2007;Chaima;5
8;M;2009;Abdou;8
5;M;2007;Abou;5
10;F;2012;Yasmina;10
6;M;2007;Cyrian;6
6;F;2008;Djénéba;6
5;F;2017;Ioana;5
5;F;2007;Cassidy;5
5;F;2008;Heidi;5
5;M;2009;Danny;5
7;F;2013;Bella;7
10;M;2007;Habib;10
8;F;2007;Lou-Anne;8
5;F;2009;Eloane;5
5;M;2008;Marko;5
5;F;2009;Élodie;5
12;M;2007;Lukas;12
5;F;2017;Myrtille;5
7;M;2009;Iban;7
5;M;2008;Riad;5
63;F;2007;Margaux;63
8;F;2007;Loubna;8
5;M;2017;Salif;5
5;F;2017;Saliha;5
6;F;2007;Maélys;6
5;M;2009;Khalid;5
8;M;2013;Harouna;8
7;M;2008;Valentino;7
18;M;2007;Oumar;18
18;M;2008;Virgile;18
5;M;2017;Will;5
5;M;2009;Mohammad;5
7;M;2017;Yasser;7
7;F;2007;Shanice;7
5;F;2009;Alyssia;5
5;M;2007;Tylan;5
5;M;2017;Ziad;5
5;M;2007;Teddy;5
6;F;2009;Ondine;6
5;F;2013;Lyla;5
5;M;2007;Yanice;5
10;F;2018;Alyah;10
5;F;2007;Violaine;5
5;M;2007;Zinedine;5
225;F;2009;Sarah;225
